51312_47055.html,1,1,山の上,名詞,固有名詞,地域,一般,,,山の上,ヤマノウエ,ヤマノウエ
51312_47055.html,1,2,に,助詞,格助詞,一般,,,,に,ニ,ニ
51312_47055.html,1,3,は,助詞,係助詞,,,,,は,ハ,ワ
51312_47055.html,1,4,雲,名詞,一般,,,,,雲,クモ,クモ
51312_47055.html,1,5,が,助詞,格助詞,一般,,,,が,ガ,ガ
51312_47055.html,1,6,流れ,動詞,自立,,,一段,連用形,流れる,ナガレ,ナガレ
51312_47055.html,1,7,て,助詞,接続助詞,,,,,て,テ,テ
51312_47055.html,1,8,ゐ,動詞,自立,,,一段,連用形,ゐる,ヰ,イ
51312_47055.html,1,9,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
51312_47055.html,2,1,あの,フィラー,,,,,,あの,アノ,アノ
51312_47055.html,2,2,山の上,名詞,固有名詞,地域,一般,,,山の上,ヤマノウエ,ヤマノウエ
51312_47055.html,2,3,で,助詞,格助詞,一般,,,,で,デ,デ
51312_47055.html,2,4,、,記号,読点,,,,,、,、,、
51312_47055.html,2,5,お,接頭詞,名詞接続,,,,,お,オ,オ
51312_47055.html,2,6,弁当,名詞,一般,,,,,弁当,ベントウ,ベントー
51312_47055.html,2,7,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
51312_47055.html,2,8,食,動詞,自立,,,一段,連用形,食る,クエ,クエ
51312_47055.html,2,9,つ,助動詞,,,,下二・タ行,基本形,つ,ツ,ツ
51312_47055.html,2,10,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
51312_47055.html,2,11,こと,名詞,非自立,一般,,,,こと,コト,コト
51312_47055.html,2,12,も,助詞,係助詞,,,,,も,モ,モ
51312_47055.html,2,13,ある,動詞,自立,,,五段・ラ行,基本形,ある,アル,アル
51312_47055.html,2,14,…,記号,一般,,,,,…,…,…
51312_47055.html,2,15,…,記号,一般,,,,,…,…,…
51312_47055.html,3,1,女の子,名詞,一般,,,,,女の子,オンナノコ,オンナノコ
51312_47055.html,3,2,なぞ,助詞,副助詞,,,,,なぞ,ナゾ,ナゾ
51312_47055.html,3,3,といふ,助詞,格助詞,連語,,,,といふ,トイフ,トユウ
51312_47055.html,3,4,もの,名詞,非自立,一般,,,,もの,モノ,モノ
51312_47055.html,3,5,は,助詞,係助詞,,,,,は,ハ,ワ
51312_47055.html,4,1,由来,名詞,サ変接続,,,,,由来,ユライ,ユライ
51312_47055.html,4,2,桜,名詞,接尾,一般,,,,桜,ザクラ,ザクラ
51312_47055.html,4,3,の,助詞,連体化,,,,,の,ノ,ノ
51312_47055.html,4,4,花弁,名詞,一般,,,,,花弁,カベン,カベン
51312_47055.html,4,5,の,助詞,連体化,,,,,の,ノ,ノ
51312_47055.html,4,6,やう,名詞,非自立,助動詞語幹,,,,やう,ヤウ,ヨー
51312_47055.html,4,7,に,助詞,副詞化,,,,,に,ニ,ニ
51312_47055.html,4,8,、,記号,読点,,,,,、,、,、
51312_47055.html,5,1,欣,名詞,一般,,,,,欣,欣,欣
51312_47055.html,5,2,んで,助詞,接続助詞,,,,,んで,ンデ,ンデ
51312_47055.html,5,3,散り,動詞,自立,,,五段・ラ行,連用形,散る,チリ,チリ
51312_47055.html,5,4,ゆく,動詞,非自立,,,五段・カ行促音便ユク,基本形,ゆく,ユク,ユク
51312_47055.html,5,5,もの,名詞,非自立,一般,,,,もの,モノ,モノ
51312_47055.html,5,6,だ,助動詞,,,,特殊・ダ,基本形,だ,ダ,ダ
51312_47055.html,6,1,近い,形容詞,自立,,,形容詞・アウオ段,基本形,近い,チカイ,チカイ
51312_47055.html,6,2,過去,名詞,副詞可能,,,,,過去,カコ,カコ
