49866_41897.html,1,1,ある,連体詞,,,,,,ある,アル,アル
49866_41897.html,1,2,朝,名詞,副詞可能,,,,,朝,アサ,アサ
49866_41897.html,1,3,、,記号,読点,,,,,、,、,、
49866_41897.html,1,4,グレゴール・ザムザ,名詞,一般,,,,,グレゴール・ザムザ,グレゴール・ザムザ,グレゴール・ザムザ
49866_41897.html,1,5,が,助詞,格助詞,一般,,,,が,ガ,ガ
49866_41897.html,1,6,気がかり,名詞,形容動詞語幹,,,,,気がかり,キガカリ,キガカリ
49866_41897.html,1,7,な,助動詞,,,,特殊・ダ,体言接続,だ,ナ,ナ
49866_41897.html,1,8,夢,名詞,一般,,,,,夢,ユメ,ユメ
49866_41897.html,1,9,から,助詞,格助詞,一般,,,,から,カラ,カラ
49866_41897.html,1,10,目ざめ,動詞,自立,,,一段,連用形,目ざめる,メザメ,メザメ
49866_41897.html,1,11,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
49866_41897.html,1,12,とき,名詞,非自立,副詞可能,,,,とき,トキ,トキ
49866_41897.html,1,13,、,記号,読点,,,,,、,、,、
49866_41897.html,1,14,自分,名詞,一般,,,,,自分,ジブン,ジブン
49866_41897.html,1,15,が,助詞,格助詞,一般,,,,が,ガ,ガ
49866_41897.html,1,16,ベッド,名詞,一般,,,,,ベッド,ベッド,ベッド
49866_41897.html,1,17,の,助詞,連体化,,,,,の,ノ,ノ
49866_41897.html,1,18,上,名詞,非自立,副詞可能,,,,上,ジョウ,ジョー
49866_41897.html,1,19,で,助詞,格助詞,一般,,,,で,デ,デ
49866_41897.html,1,20,一,名詞,数,,,,,一,イチ,イチ
49866_41897.html,1,21,匹,名詞,接尾,助数詞,,,,匹,ヒキ,ヒキ
49866_41897.html,1,22,の,助詞,連体化,,,,,の,ノ,ノ
49866_41897.html,1,23,巨大,名詞,形容動詞語幹,,,,,巨大,キョダイ,キョダイ
49866_41897.html,1,24,な,助動詞,,,,特殊・ダ,体言接続,だ,ナ,ナ
49866_41897.html,1,25,毒虫,名詞,一般,,,,,毒虫,ドクムシ,ドクムシ
49866_41897.html,1,26,に,助詞,格助詞,一般,,,,に,ニ,ニ
49866_41897.html,1,27,変っ,動詞,自立,,,五段・ラ行,連用タ接続,変る,カワッ,カワッ
49866_41897.html,1,28,て,助詞,接続助詞,,,,,て,テ,テ
49866_41897.html,1,29,しまっ,動詞,非自立,,,五段・ワ行促音便,連用タ接続,しまう,シマッ,シマッ
49866_41897.html,1,30,て,助詞,接続助詞,,,,,て,テ,テ
49866_41897.html,1,31,いる,動詞,非自立,,,一段,基本形,いる,イル,イル
49866_41897.html,1,32,の,名詞,非自立,一般,,,,の,ノ,ノ
49866_41897.html,1,33,に,助詞,格助詞,一般,,,,に,ニ,ニ
49866_41897.html,1,34,気づい,動詞,自立,,,五段・カ行イ音便,連用タ接続,気づく,キヅイ,キズイ
49866_41897.html,1,35,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
49866_41897.html,1,36,。,記号,句点,,,,,。,。,。
49866_41897.html,2,1,彼,名詞,代名詞,一般,,,,彼,カレ,カレ
49866_41897.html,2,2,は,助詞,係助詞,,,,,は,ハ,ワ
49866_41897.html,2,3,甲殻,名詞,一般,,,,,甲殻,コウカク,コーカク
49866_41897.html,2,4,の,助詞,連体化,,,,,の,ノ,ノ
49866_41897.html,2,5,よう,名詞,非自立,助動詞語幹,,,,よう,ヨウ,ヨー
49866_41897.html,2,6,に,助詞,副詞化,,,,,に,ニ,ニ
49866_41897.html,2,7,固い,形容詞,自立,,,形容詞・アウオ段,基本形,固い,カタイ,カタイ
49866_41897.html,2,8,背中,名詞,一般,,,,,背中,セナカ,セナカ
49866_41897.html,2,9,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
49866_41897.html,2,10,下,名詞,一般,,,,,下,シタ,シタ
49866_41897.html,2,11,に,助詞,格助詞,一般,,,,に,ニ,ニ
49866_41897.html,2,12,し,動詞,自立,,,サ変・スル,連用形,する,シ,シ
49866_41897.html,2,13,て,助詞,接続助詞,,,,,て,テ,テ
49866_41897.html,2,14,横たわり,動詞,自立,,,五段・ラ行,連用形,横たわる,ヨコタワリ,ヨコタワリ
49866_41897.html,2,15,、,記号,読点,,,,,、,、,、
49866_41897.html,2,16,頭,名詞,一般,,,,,頭,アタマ,アタマ
49866_41897.html,2,17,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
49866_41897.html,2,18,少し,副詞,一般,,,,,少し,スコシ,スコシ
49866_41897.html,2,19,上げる,動詞,自立,,,一段,基本形,上げる,アゲル,アゲル
49866_41897.html,2,20,と,助詞,接続助詞,,,,,と,ト,ト
49866_41897.html,2,21,、,記号,読点,,,,,、,、,、
49866_41897.html,2,22,何,名詞,数,,,,,何,ナン,ナン
49866_41897.html,2,23,本,名詞,接尾,助数詞,,,,本,ホン,ホン
49866_41897.html,2,24,も,助詞,係助詞,,,,,も,モ,モ
49866_41897.html,2,25,の,助詞,連体化,,,,,の,ノ,ノ
49866_41897.html,2,26,弓形,名詞,一般,,,,,弓形,キュウケイ,キューケイ
49866_41897.html,2,27,の,助詞,連体化,,,,,の,ノ,ノ
49866_41897.html,2,28,すじ,名詞,一般,,,,,すじ,スジ,スジ
49866_41897.html,2,29,に,助詞,格助詞,一般,,,,に,ニ,ニ
49866_41897.html,2,30,わかれ,動詞,自立,,,一段,連用形,わかれる,ワカレ,ワカレ
49866_41897.html,2,31,て,助詞,接続助詞,,,,,て,テ,テ
49866_41897.html,2,32,こんもり,副詞,助詞類接続,,,,,こんもり,コンモリ,コンモリ
49866_41897.html,2,33,と,助詞,副詞化,,,,,と,ト,ト
49866_41897.html,2,34,盛り上がっ,動詞,自立,,,五段・ラ行,連用タ接続,盛り上がる,モリアガッ,モリアガッ
49866_41897.html,2,35,て,助詞,接続助詞,,,,,て,テ,テ
49866_41897.html,2,36,いる,動詞,非自立,,,一段,基本形,いる,イル,イル
49866_41897.html,2,37,自分,名詞,一般,,,,,自分,ジブン,ジブン
49866_41897.html,2,38,の,助詞,連体化,,,,,の,ノ,ノ
49866_41897.html,2,39,茶色,名詞,一般,,,,,茶色,チャイロ,チャイロ
49866_41897.html,2,40,の,助詞,連体化,,,,,の,ノ,ノ
49866_41897.html,2,41,腹,名詞,一般,,,,,腹,ハラ,ハラ
49866_41897.html,2,42,が,助詞,格助詞,一般,,,,が,ガ,ガ
49866_41897.html,2,43,見え,動詞,自立,,,一段,連用形,見える,ミエ,ミエ
49866_41897.html,2,44,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
49866_41897.html,2,45,。,記号,句点,,,,,。,。,。
49866_41897.html,3,1,腹,名詞,一般,,,,,腹,ハラ,ハラ
49866_41897.html,3,2,の,助詞,連体化,,,,,の,ノ,ノ
49866_41897.html,3,3,盛り上がり,名詞,一般,,,,,盛り上がり,モリアガリ,モリアガリ
49866_41897.html,3,4,の,助詞,連体化,,,,,の,ノ,ノ
49866_41897.html,3,5,上,名詞,非自立,副詞可能,,,,上,ジョウ,ジョー
49866_41897.html,3,6,に,助詞,格助詞,一般,,,,に,ニ,ニ
49866_41897.html,3,7,は,助詞,係助詞,,,,,は,ハ,ワ
49866_41897.html,3,8,、,記号,読点,,,,,、,、,、
49866_41897.html,3,9,かけぶとん,名詞,一般,,,,,かけぶとん,カケブトン,カケブトン
49866_41897.html,3,10,が,助詞,格助詞,一般,,,,が,ガ,ガ
49866_41897.html,3,11,すっかり,副詞,一般,,,,,すっかり,スッカリ,スッカリ
49866_41897.html,3,12,ずり落ち,動詞,自立,,,一段,連用形,ずり落ちる,ズリオチ,ズリオチ
49866_41897.html,3,13,そう,名詞,接尾,助動詞語幹,,,,そう,ソウ,ソー
49866_41897.html,3,14,に,助詞,格助詞,一般,,,,に,ニ,ニ
49866_41897.html,3,15,なっ,動詞,自立,,,五段・ラ行,連用タ接続,なる,ナッ,ナッ
49866_41897.html,3,16,て,助詞,接続助詞,,,,,て,テ,テ
49866_41897.html,3,17,、,記号,読点,,,,,、,、,、
49866_41897.html,3,18,まだ,副詞,助詞類接続,,,,,まだ,マダ,マダ
49866_41897.html,3,19,やっと,副詞,一般,,,,,やっと,ヤット,ヤット
