43737_19215.html,1,1,一,名詞,数,,,,,一,イチ,イチ
43737_19215.html,1,2,　,記号,空白,,,,,　,　,　
43737_19215.html,1,3,午後,名詞,副詞可能,,,,,午後,ゴゴ,ゴゴ
43737_19215.html,1,4,の,助詞,連体化,,,,,の,ノ,ノ
43737_19215.html,1,5,授業,名詞,サ変接続,,,,,授業,ジュギョウ,ジュギョー
43737_19215.html,2,1,「,記号,括弧開,,,,,「,「,「
43737_19215.html,2,2,では,接続詞,,,,,,では,デハ,デワ
43737_19215.html,2,3,みなさん,名詞,代名詞,一般,,,,みなさん,ミナサン,ミナサン
43737_19215.html,2,4,は,助詞,係助詞,,,,,は,ハ,ワ
43737_19215.html,2,5,、,記号,読点,,,,,、,、,、
43737_19215.html,2,6,そういう,連体詞,,,,,,そういう,ソウイウ,ソーユウ
43737_19215.html,2,7,ふう,名詞,非自立,形容動詞語幹,,,,ふう,フウ,フー
43737_19215.html,2,8,に,助詞,副詞化,,,,,に,ニ,ニ
43737_19215.html,2,9,川,名詞,一般,,,,,川,カワ,カワ
43737_19215.html,2,10,だ,助動詞,,,,特殊・ダ,基本形,だ,ダ,ダ
43737_19215.html,2,11,と,助詞,格助詞,引用,,,,と,ト,ト
43737_19215.html,2,12,言わ,動詞,自立,,,五段・ワ行促音便,未然形,言う,イワ,イワ
43737_19215.html,2,13,れ,動詞,接尾,,,一段,連用形,れる,レ,レ
43737_19215.html,2,14,たり,助詞,並立助詞,,,,,たり,タリ,タリ
43737_19215.html,2,15,、,記号,読点,,,,,、,、,、
43737_19215.html,2,16,乳,名詞,一般,,,,,乳,チチ,チチ
43737_19215.html,2,17,の,助詞,連体化,,,,,の,ノ,ノ
43737_19215.html,2,18,流れ,動詞,自立,,,一段,連用形,流れる,ナガレ,ナガレ
43737_19215.html,2,19,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
43737_19215.html,2,20,あと,名詞,一般,,,,,あと,アト,アト
43737_19215.html,2,21,だ,助動詞,,,,特殊・ダ,基本形,だ,ダ,ダ
43737_19215.html,2,22,と,助詞,格助詞,引用,,,,と,ト,ト
43737_19215.html,2,23,言わ,動詞,自立,,,五段・ワ行促音便,未然形,言う,イワ,イワ
43737_19215.html,2,24,れ,動詞,接尾,,,一段,連用形,れる,レ,レ
43737_19215.html,2,25,たり,助詞,並立助詞,,,,,たり,タリ,タリ
43737_19215.html,2,26,し,動詞,自立,,,サ変・スル,連用形,する,シ,シ
43737_19215.html,2,27,て,助詞,接続助詞,,,,,て,テ,テ
43737_19215.html,2,28,い,動詞,非自立,,,一段,連用形,いる,イ,イ
43737_19215.html,2,29,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
43737_19215.html,2,30,、,記号,読点,,,,,、,、,、
43737_19215.html,2,31,この,連体詞,,,,,,この,コノ,コノ
43737_19215.html,2,32,ぼんやり,名詞,サ変接続,,,,,ぼんやり,ボンヤリ,ボンヤリ
43737_19215.html,2,33,と,助詞,並立助詞,,,,,と,ト,ト
43737_19215.html,2,34,白い,形容詞,自立,,,形容詞・アウオ段,基本形,白い,シロイ,シロイ
43737_19215.html,2,35,もの,名詞,非自立,一般,,,,もの,モノ,モノ
43737_19215.html,2,36,が,助詞,格助詞,一般,,,,が,ガ,ガ
43737_19215.html,2,37,ほんとうは,副詞,一般,,,,,ほんとうは,ホントウハ,ホントーワ
43737_19215.html,2,38,何,名詞,代名詞,一般,,,,何,ナニ,ナニ
43737_19215.html,2,39,か,助詞,副助詞／並立助詞／終助詞,,,,,か,カ,カ
43737_19215.html,2,40,ご,接頭詞,名詞接続,,,,,ご,ゴ,ゴ
43737_19215.html,2,41,承知,名詞,サ変接続,,,,,承知,ショウチ,ショーチ
