42939_15330.html,1,1,わたし,名詞,代名詞,一般,,,,わたし,ワタシ,ワタシ
42939_15330.html,1,2,は,助詞,係助詞,,,,,は,ハ,ワ
42939_15330.html,1,3,厳寒,名詞,一般,,,,,厳寒,ゲンカン,ゲンカン
42939_15330.html,1,4,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
42939_15330.html,1,5,冒し,動詞,自立,,,五段・サ行,連用形,冒す,オカシ,オカシ
42939_15330.html,1,6,て,助詞,接続助詞,,,,,て,テ,テ
42939_15330.html,1,7,、,記号,読点,,,,,、,、,、
42939_15330.html,1,8,二,名詞,数,,,,,二,ニ,ニ
42939_15330.html,1,9,千,名詞,数,,,,,千,セン,セン
42939_15330.html,1,10,余,名詞,数,,,,,余,ヨ,ヨ
42939_15330.html,1,11,里,名詞,接尾,助数詞,,,,里,リ,リ
42939_15330.html,1,12,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
42939_15330.html,1,13,隔て,動詞,自立,,,一段,連用形,隔てる,ヘダテ,ヘダテ
42939_15330.html,1,14,二,名詞,数,,,,,二,ニ,ニ
42939_15330.html,1,15,十,名詞,数,,,,,十,ジュウ,ジュー
42939_15330.html,1,16,余,名詞,数,,,,,余,ヨ,ヨ
42939_15330.html,1,17,年,名詞,接尾,助数詞,,,,年,ネン,ネン
42939_15330.html,1,18,も,助詞,係助詞,,,,,も,モ,モ
42939_15330.html,1,19,別れ,動詞,自立,,,一段,連用形,別れる,ワカレ,ワカレ
42939_15330.html,1,20,て,助詞,接続助詞,,,,,て,テ,テ
42939_15330.html,1,21,い,動詞,非自立,,,一段,連用形,いる,イ,イ
42939_15330.html,1,22,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
42939_15330.html,1,23,故郷,名詞,一般,,,,,故郷,コキョウ,コキョー
42939_15330.html,1,24,に,助詞,格助詞,一般,,,,に,ニ,ニ
42939_15330.html,1,25,帰っ,動詞,自立,,,五段・ラ行,連用タ接続,帰る,カエッ,カエッ
42939_15330.html,1,26,て,助詞,接続助詞,,,,,て,テ,テ
42939_15330.html,1,27,来,動詞,非自立,,,カ変・来ル,連用形,来る,キ,キ
42939_15330.html,1,28,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
42939_15330.html,1,29,。,記号,句点,,,,,。,。,。
42939_15330.html,2,1,時,名詞,副詞可能,,,,,時,トキ,トキ
42939_15330.html,2,2,は,助詞,係助詞,,,,,は,ハ,ワ
42939_15330.html,2,3,もう,副詞,一般,,,,,もう,モウ,モー
42939_15330.html,2,4,冬,名詞,一般,,,,,冬,フユ,フユ
